theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Veena Dubal,Variable Pay,,Opaque shifting wages disciplining and gamifying gig work,LAW,"Digital, Technology & AI Law","AI, Algorithms & Automated Decision-Making",Contemporary,Web,med
Virginia Eubanks,Automating Inequality,,Digital welfare tools punish and profile the poor,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Virginia Eubanks,Digital Poorhouse,,Algorithmic systems extend old institutions of poverty control,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Virginia Eubanks,Predictive Risk Models,,Risk scoring systems entrench bias against vulnerable families,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,med
Vivian Sobchack,The Address of the Eye,,"Film experienced through the viewer's lived, perceiving body",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Vivian Sobchack,Cinesthetic Subject,,"Viewer who sees and feels film synaesthetically, with whole body",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Vivian Sobchack,Embodied Spectatorship,,"Spectatorship as carnal, sensuous engagement with the image",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Vivian Sobchack,Film's Body,,Film itself has a perceiving body that expresses experience,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,Knowledge,med
Walter Mignolo,Coloniality of Power,,Colonial hierarchies of race and knowledge outliving colonialism,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Walter Mignolo,Border Thinking,,Thinking from the colonial difference at modernity's margins,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Walter Mignolo,Delinking,,Breaking from Western epistemology toward decolonial options,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Walter Mignolo,Colonial Difference,,The space where coloniality is enacted and contested,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Walter Mignolo,Pluriversality,,A world of many worlds against universalist modernity,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,Knowledge,high
Wang Hui,Depoliticized Politics,去政治化的政治,Reform-era China drained genuine political contestation from politics,Politics,Radical & Critical Traditions,Marxism & Socialism,Contemporary,DB,high
Wang Hui,China's New Left,新左派,Critique of market reform from within Chinese socialist thought,Politics,Radical & Critical Traditions,Marxism & Socialism,Contemporary,DB,high
Wang Hui,Alternative Modernity,,"China's modernity as distinct path, not Western copy",Politics,Radical & Critical Traditions,Marxism & Socialism,Contemporary,DB,med
Wang Hui,Trans-systemic Society,跨体系社会,"Asian regions formed by overlapping, interwoven cultural systems",Politics,Radical & Critical Traditions,Marxism & Socialism,Contemporary,Knowledge,med
Wendy Hui Kyong Chun,Homophily,,Love of the same encoded as segregation in networks,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Wendy Hui Kyong Chun,Habitual New Media,,New media become powerful by becoming unremarkable habit,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Wendy Hui Kyong Chun,Discriminating Data,,"Big data encodes polarization, eugenics, and segregation by design",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Wendy Hui Kyong Chun,Programmed Visions,,Software as ideology making code seem to cause its effects,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Knowledge,med
David Christian,Big History,,History from the Big Bang to the present across all scales,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,high
David Christian,Thresholds of Increasing Complexity,,Eight key moments where new forms of complexity emerge in cosmic history,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
David Christian,Goldilocks Conditions,,Specific conditions enabling emergence of greater complexity,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
David Christian,Collective Learning,,Humanity's unique capacity to accumulate and share knowledge across generations,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
David Christian,Origin Story (Modern),,Science-based universal narrative uniting all human knowledge,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
William H. McNeill,World History,,Integrated history of human societies through cross-cultural contact,History,"Political, Legal & Global History",C. Global & Transnational,20th c.,DB,high
William H. McNeill,The Rise of the West,,Western dominance explained through accumulated cross-cultural borrowing,History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,high
William H. McNeill,Disease and History,,Epidemics as decisive forces shaping civilizations and conquest,History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,high
William H. McNeill,Web of Human Connections,,History as expanding networks of communication and exchange,History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,high
William H. McNeill,Macroparasitism,,Ruling elites and armies as parasites extracting from producers,History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,med
Sanjay Subrahmanyam,Connected Histories,,"Early modern world linked by circulating ideas, people, and goods",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,high
Sanjay Subrahmanyam,Critique of Comparative History,,Comparison reifies units; connection reveals shared early modernity,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
Sanjay Subrahmanyam,Global Early Modernity,,"Eurasia shared a connected early modern conjuncture, not isolated trajectories",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,med
Paul John Eakin,Life Narratives (Historical),,How autobiography constructs and performs the self,History,Memory & Oral History,B. Oral History & Testimony,Contemporary,DB,high
Paul John Eakin,Narrative Identity,,Selfhood is constituted through the stories we tell about ourselves,History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,high
Paul John Eakin,Relational Self,,Autobiographical identity is formed through relationships with others,History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,med
Alessandro Portelli,Oral History,,Spoken testimony as a distinct source revealing meaning and subjectivity,History,Memory & Oral History,B. Oral History & Testimony,Contemporary,DB,high
Alessandro Portelli,The Death of Luigi Trastulli,,Errors in memory reveal psychological and symbolic truths of events,History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,high
Alessandro Portelli,Orality and Subjectivity,,Oral sources tell us what people wanted to do and believed they did,History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,high
Alessandro Portelli,Memory as Active Construction,,Remembering reshapes the past to make present sense,History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,med
Peter Stearns,Emotions and Historical Sources,,Using documents to reconstruct historical emotional life,History,"Gender, Body & Emotions History",B. History of Emotions,Contemporary,DB,high
Peter Stearns,Emotionology,,The collective emotional standards a society teaches and approves,History,"Gender, Body & Emotions History",B. History of Emotions,Contemporary,Knowledge,high
Peter Stearns,American Cool,,"Twentieth-century shift toward restrained, managed emotional style",History,"Gender, Body & Emotions History",B. History of Emotions,Contemporary,Knowledge,high
Peter Stearns,Emotional Standards vs. Experience,,Distinguishing prescribed feeling-norms from actual lived emotion,History,"Gender, Body & Emotions History",B. History of Emotions,Contemporary,Knowledge,med
Joel Tarr,History of Urban Environments,,Technology and waste shaping the environment of American cities,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,DB,high
Joel Tarr,The Search for the Ultimate Sink,,"Pollution control merely shifts waste between air, water, and land",History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,Web,high
Joel Tarr,Sociotechnical Urban Systems,,Cities as coupled technological and environmental infrastructure systems,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,Knowledge,med
David Knight,History of Scientific Institutions,,Development of organized science and its bodies,History,"Environmental, Science & Technology History",B. History of Science,20th c.,DB,high
David Knight,History of Chemistry,,Chemistry's emergence as a discipline and worldview,History,"Environmental, Science & Technology History",B. History of Science,20th c.,Knowledge,med
David Knight,Science and Romanticism,,Romantic-era science as cultural and imaginative enterprise,History,"Environmental, Science & Technology History",B. History of Science,20th c.,Knowledge,med
Gary T. Marx,History of Surveillance,,Historical development of monitoring and social control techniques,History,Specialized Social Histories,"B. Crime, Violence & Policing",Contemporary,DB,high
Gary T. Marx,The New Surveillance,,Technological monitoring extending beyond traditional sight and reach,History,Specialized Social Histories,"B. Crime, Violence & Policing",Contemporary,Knowledge,high
Gary T. Marx,Surveillance Society,,Routine data collection embedding monitoring into everyday life,History,Specialized Social Histories,"B. Crime, Violence & Policing",Contemporary,Knowledge,med
Giovanni Arrighi,History of Financialization,,Recurring shift from production to finance at end of accumulation cycles,History,Marxist & Social History,B. Economic History,Contemporary,DB,high
Giovanni Arrighi,Systemic Cycles of Accumulation,,Successive hegemonic centers organizing world capitalism over long centuries,History,Marxist & Social History,B. Economic History,Contemporary,Knowledge,high
Giovanni Arrighi,The Long Twentieth Century,,US hegemony as the latest financial-expansion phase of capitalism,History,Marxist & Social History,B. Economic History,Contemporary,Knowledge,high
Giovanni Arrighi,Hegemony and World Capitalism,,Leadership grounded in capacity to organize the world economy,History,Marxist & Social History,B. Economic History,Contemporary,Knowledge,med
Edward Ayers,Digital History,,Using digital tools and archives to research and present history,History,Digital History,A. Digital Methods,Contemporary,DB,high
Edward Ayers,The Valley of the Shadow,,Digital archive comparing two Civil War communities side by side,History,Digital History,A. Digital Methods,Contemporary,Knowledge,high
Edward Ayers,Deep Contingency,,"History as densely contingent, locally textured webs of causation",History,Digital History,A. Digital Methods,Contemporary,Knowledge,med
Gerda Lerner,Women's History,,Recovering women as historical agents and subjects,History,"Gender, Body & Emotions History",A. Gender & Sexuality,20th c.,DB,high
Gerda Lerner,The Creation of Patriarchy,,Male dominance as a historical institution with traceable origins,History,"Gender, Body & Emotions History",A. Gender & Sexuality,20th c.,Knowledge,high
Gerda Lerner,Compensatory and Contribution History,,Early phases of women's history adding women to existing frameworks,History,"Gender, Body & Emotions History",A. Gender & Sexuality,20th c.,Knowledge,high
